Bus,v_nom,x,y,control,generator,interconnect,substation_lv,substation_off,country,type,carrier,unit,v_mag_pu_set,v_mag_pu_min,v_mag_pu_max,sub_network
35762,230.0,-117.297,44.1013,PQ,,Western,True,True,IPCO,,AC,None,1.0,0.0,inf,
35763,230.0,-117.293,45.6648,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35764,230.0,-117.032,44.0355,PQ,,Western,True,True,IPCO,,AC,None,1.0,0.0,inf,
35765,230.0,-116.946,45.4945,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35766,230.0,-122.041,44.286,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35767,230.0,-120.125,45.7119,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35768,230.0,-122.07,42.0936,PQ,,Western,True,True,PACW,,AC,None,1.0,0.0,inf,
35769,230.0,-123.172,46.1789,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35770,230.0,-118.816,46.0128,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35771,230.0,-120.21,45.6525,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35772,230.0,-119.299,45.9402,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35773,230.0,-117.816,45.0852,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35774,230.0,-120.504,45.5836,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35775,230.0,-122.251,44.7224,PQ,,Western,True,True,PGE,,AC,None,1.0,0.0,inf,
35776,230.0,-122.963,45.2879,PQ,,Western,True,True,PGE,,AC,None,1.0,0.0,inf,
35777,230.0,-120.694,45.7164,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35778,230.0,-119.313,45.794,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35779,230.0,-123.407,46.154,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35780,230.0,-122.424,43.7107,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35781,230.0,-120.279,45.2766,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35782,230.0,-120.603,45.6537,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35783,230.0,-121.814,42.1727,PQ,,Western,True,True,PACW,,AC,None,1.0,0.0,inf,
35784,230.0,-121.277,44.6058,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35785,230.0,-120.574,45.52,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35786,230.0,-122.244,44.1307,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35787,230.0,-119.37,45.8042,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35788,230.0,-116.835,44.9716,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35789,230.0,-123.416,43.0895,PQ,,Western,True,True,PACW,,AC,None,1.0,0.0,inf,
35790,230.0,-119.674,45.848,PQ,,Western,True,True,GRID,,AC,None,1.0,0.0,inf,
35791,230.0,-121.811,42.1739,PQ,,Western,True,True,PACW,,AC,None,1.0,0.0,inf,
35792,230.0,-122.956,44.0569,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35793,230.0,-120.318,45.6758,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35794,230.0,-123.932,44.6119,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35795,230.0,-118.66,45.9362,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35796,230.0,-119.991,45.6533,PQ,,Western,True,True,GRID,,AC,None,1.0,0.0,inf,
35797,230.0,-122.07,45.122,PQ,,Western,True,True,PGE,,AC,None,1.0,0.0,inf,
35798,230.0,-122.753,43.9153,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35799,230.0,-120.201,45.7167,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35800,230.0,-122.28,45.2433,PQ,,Western,True,True,PGE,,AC,None,1.0,0.0,inf,
35801,230.0,-116.701,45.2439,PQ,,Western,True,True,IPCO,,AC,None,1.0,0.0,inf,
35802,230.0,-122.473,43.2939,PQ,,Western,True,True,PACW,,AC,None,1.0,0.0,inf,
35803,230.0,-122.41,43.2669,PQ,,Western,True,True,PACW,,AC,None,1.0,0.0,inf,
35804,230.0,-118.591,45.8992,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35805,230.0,-122.514,42.7312,PQ,,Western,True,True,PACW,,AC,None,1.0,0.0,inf,
35806,230.0,-119.418,45.7286,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35807,230.0,-120.26,45.651,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35808,230.0,-121.135,45.614,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35809,230.0,-122.85,42.4361,PQ,,Western,True,True,PACW,,AC,None,1.0,0.0,inf,
35810,230.0,-122.249,43.3558,PQ,,Western,True,True,PACW,,AC,None,1.0,0.0,inf,
35811,230.0,-120.48,45.51,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35812,230.0,-118.591,45.943,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35813,230.0,-123.174,46.1724,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35814,230.0,-122.549,44.4494,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35815,230.0,-122.677,42.6717,PQ,,Western,True,True,PACW,,AC,None,1.0,0.0,inf,
35816,230.0,-122.447,43.2727,PQ,,Western,True,True,PACW,,AC,None,1.0,0.0,inf,
35817,230.0,-120.593,45.571,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35818,230.0,-121.231,44.6944,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35819,230.0,-122.083,45.4817,PQ,,Western,True,True,PGE,,AC,None,1.0,0.0,inf,
35820,230.0,-121.941,45.6441,PQ,,Western,True,True,PGE,,AC,None,1.0,0.0,inf,
35821,230.0,-119.674,45.848,PQ,,Western,True,True,GRID,,AC,None,1.0,0.0,inf,
35822,230.0,-122.402,43.2806,PQ,,Western,True,True,PACW,,AC,None,1.0,0.0,inf,
35823,230.0,-120.174,45.2881,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35824,230.0,-117.468,44.0231,PQ,,Western,True,True,IPCO,,AC,None,1.0,0.0,inf,
35825,230.0,-123.172,46.1789,PQ,,Western,True,True,BPAT,,AC,None,1.0,0.0,inf,
35826,230.0,-119.809,45.6932,PQ,,Western,True,True,GRID,,AC,None,1.0,0.0,inf,
35827,230.0,-124.094,40.8174,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35828,230.0,-124.205,40.6101,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35829,230.0,-124.203,40.6799,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35830,230.0,-124.094,40.8106,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35831,230.0,-124.134,41.9152,PQ,,Western,True,True,PACW,,AC,None,1.0,0.0,inf,
35832,230.0,-124.042,41.0489,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35833,230.0,-123.749,40.0947,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35834,230.0,-123.803,39.2883,PQ,,Western,True,True,US,,AC,None,1.0,0.0,inf,
35835,230.0,-123.661,39.4902,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35836,230.0,-123.696,41.109,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35837,230.0,-123.564,39.8453,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35838,230.0,-123.436,39.4429,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35839,230.0,-123.21,39.303,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35840,230.0,-123.219,39.1828,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35841,230.0,-123.244,39.195,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35842,230.0,-123.289,40.5066,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35843,230.0,-123.143,38.7669,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35844,230.0,-122.992,41.6286,PQ,,Western,True,True,PACW,,AC,None,1.0,0.0,inf,
35845,230.0,-122.899,39.0165,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35846,230.0,-122.953,40.7654,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35847,230.0,-122.878,39.307,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35848,230.0,-122.828,39.0076,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35849,230.0,-122.583,41.6573,PQ,,Western,True,True,PACW,,AC,None,1.0,0.0,inf,
35850,230.0,-122.62,38.9584,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35851,230.0,-122.636,38.72,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35852,230.0,-122.506,41.3756,PQ,,Western,True,True,PACW,,AC,None,1.0,0.0,inf,
35853,230.0,-122.446,40.5117,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35854,230.0,-122.41,40.5918,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35855,230.0,-122.465,40.36,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35856,230.0,-122.482,40.1428,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35857,230.0,-122.369,40.2226,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35858,230.0,-122.306,41.2774,PQ,,Western,True,True,PACW,,AC,None,1.0,0.0,inf,
35859,230.0,-122.344,41.6615,PQ,,Western,True,True,PACW,,AC,None,1.0,0.0,inf,
35860,230.0,-122.398,40.5744,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35861,230.0,-122.378,40.4646,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35862,230.0,-122.355,39.0748,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35863,230.0,-122.323,40.5064,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35864,230.0,-122.366,39.8848,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35865,230.0,-122.188,39.5029,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35866,230.0,-122.196,39.7027,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35867,230.0,-122.291,40.6802,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35868,230.0,-122.256,40.7133,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35869,230.0,-122.113,40.5448,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35870,230.0,-122.048,40.149,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35871,230.0,-122.011,38.6378,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35872,230.0,-122.069,39.1751,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35873,230.0,-121.921,40.5596,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35874,230.0,-121.776,38.7303,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35875,230.0,-121.79,38.7013,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35876,230.0,-121.939,39.7204,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35877,230.0,-121.779,39.6838,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35878,230.0,-121.846,39.7163,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35879,230.0,-121.926,39.6884,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35880,230.0,-121.876,39.8312,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35881,230.0,-121.777,39.8048,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35882,230.0,-121.699,38.5482,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35883,230.0,-121.723,38.4852,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35884,230.0,-121.7,39.2733,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35885,230.0,-121.759,39.3856,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35886,230.0,-121.735,38.1281,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35887,230.0,-121.709,38.7175,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35888,230.0,-121.686,39.0517,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35889,230.0,-121.621,39.1727,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35890,230.0,-121.687,39.7733,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35891,230.0,-121.718,39.8079,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35892,230.0,-121.66,39.0471,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35893,230.0,-121.507,38.925,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35894,230.0,-121.533,38.6493,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35895,230.0,-121.621,38.6259,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35896,230.0,-121.566,39.8217,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35897,230.0,-121.483,39.5586,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35898,230.0,-121.515,38.9624,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35899,230.0,-121.497,38.6493,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35900,230.0,-121.455,38.5421,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35901,230.0,-121.513,38.458,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35902,230.0,-121.476,38.6956,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35903,230.0,-121.531,38.6277,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35904,230.0,-121.572,38.631,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35905,230.0,-121.511,38.6091,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35906,230.0,-121.521,38.6866,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35907,230.0,-121.459,38.6526,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35908,230.0,-121.491,38.4104,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35909,230.0,-121.436,39.2297,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35910,230.0,-121.458,39.1681,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35911,230.0,-121.524,38.5553,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35912,230.0,-121.447,38.5004,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35913,230.0,-121.546,38.6069,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35914,230.0,-121.445,38.7621,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35915,230.0,-121.424,38.6408,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35916,230.0,-121.532,38.5717,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35917,230.0,-121.52,38.6195,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35918,230.0,-121.414,38.6796,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35919,230.0,-121.45,38.3981,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35920,230.0,-121.433,38.4722,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35921,230.0,-121.435,38.5663,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35922,230.0,-121.53,38.5097,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35923,230.0,-121.534,38.3814,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35924,230.0,-121.445,38.4098,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35925,230.0,-121.358,38.5227,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35926,230.0,-121.418,41.6785,PQ,,Western,True,True,PACW,,AC,None,1.0,0.0,inf,
35927,230.0,-121.43,38.5183,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35928,230.0,-121.516,38.433,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35929,230.0,-121.46,38.4065,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35930,230.0,-121.49,39.4196,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35931,230.0,-121.482,39.4888,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35932,230.0,-121.475,38.5985,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35933,230.0,-121.434,38.5884,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35934,230.0,-121.34,38.5847,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35935,230.0,-121.34,38.5386,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35936,230.0,-121.441,38.7003,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35937,230.0,-121.452,38.7165,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35938,230.0,-121.466,38.633,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35939,230.0,-121.454,38.6829,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35940,230.0,-121.475,38.5359,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35941,230.0,-121.281,38.6248,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35942,230.0,-121.348,38.5879,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35943,230.0,-121.274,38.7911,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35944,230.0,-121.338,38.851,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35945,230.0,-121.343,38.6452,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35946,230.0,-121.374,38.6998,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35947,230.0,-121.439,38.7417,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35948,230.0,-121.414,38.6239,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35949,230.0,-121.225,38.5373,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35950,230.0,-121.291,38.5893,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35951,230.0,-121.384,38.5109,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35952,230.0,-121.404,38.5709,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35953,230.0,-121.375,38.3528,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35954,230.0,-121.257,38.5049,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35955,230.0,-121.35,38.9214,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35956,230.0,-121.377,38.9162,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35957,230.0,-121.321,38.619,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35958,230.0,-121.236,38.6678,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35959,230.0,-121.263,38.7239,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35960,230.0,-121.32,38.7651,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35961,230.0,-121.228,38.6256,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35962,230.0,-121.287,38.5264,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35963,230.0,-121.206,38.8736,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35964,230.0,-121.203,38.8181,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35965,230.0,-121.212,38.616,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35966,230.0,-121.184,38.5994,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35967,230.0,-121.212,38.2631,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35968,230.0,-121.302,38.2636,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35969,230.0,-121.293,38.7437,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35970,230.0,-121.255,38.6945,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35971,230.0,-121.222,38.6755,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35972,230.0,-121.312,38.6793,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35973,230.0,-121.324,38.8044,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35974,230.0,-121.238,38.7272,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35975,230.0,-121.123,38.4956,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35976,230.0,-121.144,39.3091,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35977,230.0,-121.103,38.629,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35978,230.0,-121.28,38.7531,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35979,230.0,-121.085,38.828,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35980,230.0,-121.19,38.5952,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35981,230.0,-121.188,38.6938,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
35982,230.0,-121.041,39.1504,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35983,230.0,-121.06,38.9542,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35984,230.0,-121.052,39.014,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35985,230.0,-120.984,38.6882,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35986,230.0,-121.01,38.7059,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35987,230.0,-120.947,40.3077,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35988,230.0,-120.973,39.2233,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35989,230.0,-120.979,38.5932,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35990,230.0,-120.952,38.6252,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35991,230.0,-120.914,39.2704,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35992,230.0,-120.933,40.0203,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35993,230.0,-120.881,39.0332,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35994,230.0,-120.875,38.9589,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35995,230.0,-120.82,38.8271,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35996,230.0,-120.768,38.6378,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35997,230.0,-120.596,40.5989,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
35998,230.0,-120.583,41.5381,PQ,,Western,True,True,PACW,,AC,None,1.0,0.0,inf,
35999,230.0,-120.445,38.7657,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
36000,230.0,-120.575,40.3717,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
36001,230.0,-120.397,39.9166,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
36002,230.0,-120.188,39.2883,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
36003,230.0,-119.931,38.8533,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
36004,230.0,-119.96,38.8675,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
36005,230.0,-120.325,38.9827,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
36006,230.0,-121.393,38.6527,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
36007,230.0,-121.804,40.8981,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
36008,230.0,-121.249,40.0074,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
36009,230.0,-122.27,39.3661,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
36010,230.0,-122.719,38.752,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
36011,230.0,-122.768,38.8348,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
36012,230.0,-120.787,38.7653,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
36013,230.0,-121.975,40.9923,PQ,,Western,True,True,PACW,,AC,None,1.0,0.0,inf,
36014,230.0,-121.748,40.9974,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
36015,230.0,-121.345,39.9052,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
36016,230.0,-121.41,39.8259,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
36017,230.0,-121.696,39.0529,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
36018,230.0,-120.537,38.8288,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
36019,230.0,-121.381,38.7928,PQ,,Western,True,True,BANC,,AC,None,1.0,0.0,inf,
36020,230.0,-121.099,38.8899,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
36021,230.0,-120.444,38.8643,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
36022,230.0,-122.279,40.4283,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
