Line,bus0,bus1,r,x,b,s_nom,s_max_pu,length,num_parallel,type,g,s_nom_extendable,s_nom_min,s_nom_max,capital_cost,build_year,lifetime,carrier,terrain_factor,v_ang_min,v_ang_max,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt,x1,y1,x2,y2
1026,35670,35699,0.7929921600000002,4.051953792000001,1.016173072883848e-06,144.84794493537007,1.0,13.761243766297765,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.737,45.2832,-122.622,45.3769
1027,35671,35690,0.6555706560000001,3.5883466560000006,1.1690821256038648e-06,144.84794493537007,1.0,17.133814435288635,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.635,42.377,-122.584,42.2276
1028,35671,35721,1.8522956160000001,8.602708032,2.682209619827768e-06,144.84794493537007,1.0,40.10334083824575,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.635,42.377,-122.148,42.4035
1029,35672,35688,0.35635132799983515,2.1909741119989867,1.751732829236745e-07,144.84794493537007,1.0,4.087041800874813,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.696,45.504,-122.646,45.5151
1030,35673,35676,0.209179296,1.1920020479999998,1.3820625918924595e-07,144.84794493537007,1.0,2.400702969916835,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.604,45.4669,-122.626,45.4518
1031,35673,35680,0.31445452799999996,1.81375056,1.168241965973535e-06,144.84794493537007,1.0,10.976644573048102,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.604,45.4669,-122.626,45.3694
1032,35673,35695,0.2882499839999593,1.311598367999815,5.166981726527311e-07,144.84794493537007,1.0,4.989223111964925,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.604,45.4669,-122.597,45.5115
1033,35675,35677,0.110302848,0.678651984,8.620037807183365e-07,289.69588987074013,1.0,4.2119276242665435,0.72,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.624,45.5869,-122.572,45.5764
1034,35675,35686,0.14062089599999997,0.9806898239999999,3.1127914303717705e-07,144.84794493537007,1.0,3.5651490873571743,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.624,45.5869,-122.665,45.5726
1035,35676,35681,0.27286243200000004,1.3161689280000002,4.154589371980676e-07,144.84794493537007,1.0,4.9702417683340565,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.626,45.4518,-122.62,45.4963
1036,35677,35683,0.165149568,1.108665504,2.0037807183364839e-07,144.84794493537007,1.0,3.1177754408445875,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.572,45.5764,-122.532,45.5749
1037,35677,35687,0.031638432,0.203440704,1.713925645872716e-07,434.5438348061102,1.0,1.2096288951177563,1.08,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.572,45.5764,-122.577,45.5661
1038,35679,35680,0.07053897599999999,0.39261110400000004,1.436672967863894e-07,144.84794493537007,1.0,1.4788925243727373,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.626,45.3561,-122.626,45.3694
1039,35680,35699,0.02463024,0.10461503999999999,2.482671707624449e-07,434.5438348061102,1.0,0.8905720988394231,1.08,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.626,45.3694,-122.622,45.3769
1040,35681,35684,0.125842752,0.617482656,5.881117412308338e-08,144.84794493537007,1.0,0.9992887708412463,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.62,45.4963,-122.629,45.4899
1041,35681,35700,0.178556544,0.8956774080000001,1.5332913253518169e-07,144.84794493537007,1.0,2.623517461082299,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.62,45.4963,-122.623,45.5198
1042,35682,35689,0.4025139839999999,2.138565024,1.5038857382902749e-07,144.84794493537007,1.0,4.147177536376243,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.542,45.3213,-122.515,45.2892
1043,35682,35702,0.11639692800000001,0.718542816,1.7126654064272208e-06,434.5438348061102,1.0,8.292784475915948,1.08,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.542,45.3213,-122.505,45.3912
1044,35682,35712,0.6561800640000001,3.4932790080000005,1.497164461247637e-06,144.84794493537007,1.0,17.258435781140268,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.542,45.3213,-122.467,45.4673
1045,35683,35709,1.14568704,5.832643967999999,7.179164041167823e-07,144.84794493537007,1.0,17.0797197090362,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.532,45.5749,-122.351,45.4882
1046,35684,35697,0.2565607680000059,1.342982880000031,2.8246166771687263e-06,144.84794493537007,1.0,12.22239938298944,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.629,45.4899,-122.485,45.4465
1047,35687,35688,0.0345229632,0.24473825279999997,7.576139466498634e-06,724.2397246768503,1.0,7.812645013153933,1.7999999999999998,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.577,45.5661,-122.646,45.5151
1048,35687,35691,0.05352633600000001,0.278601024,2.9741650913673596e-07,434.5438348061102,1.0,1.8274654054516892,1.08,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.577,45.5661,-122.58,45.5498
1049,35687,35692,0.571624704,3.4966307519999997,3.436252888048729e-07,144.84794493537007,1.0,9.61166732591293,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.577,45.5661,-122.544,45.6494
1050,35687,35705,0.533689056,3.1384512,4.4318420499894977e-07,144.84794493537007,1.0,7.302602853389597,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.577,45.5661,-122.524,45.6203
1051,35687,35820,1.4321087999999964,16.91297639999996,2.239059021214025e-06,905.2996558460629,1.0,50.22999602439219,2.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.577,45.5661,-121.941,45.6441
1052,35688,35695,0.25107609600000486,1.0070467200000197,3.7471119512708146e-07,144.84794493537007,1.0,3.83896533836038,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.646,45.5151,-122.597,45.5115
1053,35688,35700,0.333346176,1.1191777920000001,1.0628019323671499e-07,144.84794493537007,1.0,1.8666603003131226,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.646,45.5151,-122.623,45.5198
1054,35689,35708,0.5201297280000491,3.0872609280002914,2.461667716866437e-07,144.84794493537007,1.0,5.297835743085551,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.515,45.2892,-122.467,45.2556
1055,35691,35701,0.310493376,1.8009529920000003,1.5206889308968704e-07,144.84794493537007,1.0,3.356165715368188,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.58,45.5498,-122.539,45.5405
1056,35691,35706,0.170177184,1.185603264,2.3482461667716867e-07,144.84794493537007,1.0,2.947169922014919,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.58,45.5498,-122.6,45.5273
1057,35693,35797,1.1936779200000025,6.816380832000013,4.306658265070372e-06,144.84794493537007,1.0,42.05712199932736,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.602,45.1696,-122.07,45.122
1058,35695,35701,0.07937539200000587,0.6036186240000448,1.0854862423861338e-06,144.84794493537007,1.0,5.550975636804348,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.597,45.5115,-122.539,45.5405
1059,35696,35698,0.5055039360000001,3.032109504,2.081075404326822e-06,144.84794493537007,1.0,21.90373575720705,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.544,45.4499,-122.569,45.2537
1060,35696,35707,0.39733401600000007,2.225710368,4.767905902121404e-07,144.84794493537007,1.0,6.448693101534812,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.544,45.4499,-122.476,45.4829
1061,35697,35712,0.23599324800005272,1.3036760640002913,1.5795001050203065e-07,144.84794493537007,1.0,2.705618190841223,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.485,45.4465,-122.467,45.4673
1062,35700,35706,0.126299808,0.7820228160000001,1.390464188195757e-07,144.84794493537007,1.0,1.9763828854538872,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.623,45.5198,-122.6,45.5273
1063,35701,35703,0.105275232,0.47533823999999997,8.527620247847092e-08,144.84794493537007,1.0,1.1014110725680273,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.539,45.5405,-122.525,45.5391
1064,35702,35712,0.448371936,2.8419742080000003,5.973534971644614e-07,144.84794493537007,1.0,8.966470804150712,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.505,45.3912,-122.467,45.4673
1065,35702,35720,0.1780614,0.9712439999999997,9.814744801512285e-06,579.3917797414803,1.0,25.789603564877414,1.44,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.505,45.3912,-122.175,45.3824
1066,35703,35711,0.407693952,2.058884928,1.9945389624028567e-06,144.84794493537007,1.0,12.388666511905228,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.525,45.5391,-122.371,45.5671
1067,35704,35714,0.256865472,1.2846320640000002,1.6971224532661206e-07,144.84794493537007,1.0,3.183599746280455,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.513,45.4955,-122.473,45.5013
1068,35705,35710,0.2970864,1.6978106879999997,1.3568578029825664e-07,144.84794493537007,1.0,3.9026462168084617,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.524,45.6203,-122.484,45.6415
1069,35707,35712,0.08531711999999998,0.5839652160000001,1.642512077294686e-07,144.84794493537007,1.0,1.871210655175349,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.476,45.4829,-122.467,45.4673
1070,35707,35714,0.147476736,0.8286425280000002,1.4828817475320312e-07,144.84794493537007,1.0,2.059306940034185,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.476,45.4829,-122.473,45.5013
1071,35708,35719,0.560045951999999,4.1247780479999925,1.2073093887838668e-06,144.84794493537007,1.0,14.649534772464172,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.467,45.2556,-122.28,45.2504
1072,35709,35715,0.530337312,2.634470784,9.636630959882376e-07,144.84794493537007,1.0,8.175968691048784,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.351,45.4882,-122.4,45.4232
1073,35709,35718,0.35421839999999993,2.086765344,5.939928586431421e-07,144.84794493537007,1.0,7.061395097958194,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.351,45.4882,-122.272,45.5193
1074,35713,35775,0.884708064,5.076216288000001,1.0615416929216552e-06,144.84794493537007,1.0,19.429272854769312,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.447,44.8281,-122.251,44.7224
1075,35715,35720,1.2520287359999998,5.8541256,9.989498004620877e-07,144.84794493537007,1.0,18.142578672093972,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.4,45.4232,-122.175,45.3824
1076,35716,35780,0.47305296000000013,2.8875274560000004,5.335013652593993e-07,144.84794493537007,1.0,9.326935319913156,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.308,43.713,-122.424,43.7107
1077,35716,35786,2.6014104000000007,15.509281248,2.219701743331233e-06,144.84794493537007,1.0,46.72811330119843,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.308,43.713,-122.244,44.1307
1078,35717,35718,0.6435348479999999,2.852791199999999,2.2768325981936568e-07,144.84794493537007,1.0,5.504148868905456,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.272,45.5688,-122.272,45.5193
1079,35719,35800,0.06505430400000001,0.436336128,4.9569418189456005e-08,144.84794493537007,1.0,0.7894839791765725,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.28,45.2504,-122.28,45.2433
1080,35720,35740,0.24592659839999997,1.470349152,7.007351396765386e-05,724.2397246768503,1.0,82.10157598717188,1.7999999999999998,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.175,45.3824,-121.183,45.6311
1081,35721,35725,6.061171967999998,34.227400319999994,2.877546733879437e-06,144.84794493537007,1.0,80.4637113708598,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.148,42.4035,-121.631,43.0194
1082,35721,35768,1.6079230079999998,11.340321119999999,1.5622768325981934e-06,144.84794493537007,1.0,35.05228443322559,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.148,42.4035,-122.07,42.0936
1083,35722,35766,1.3998101759999604,7.738262783999781,7.884898130644598e-07,144.84794493537007,1.0,18.579642045033484,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.98,44.4473,-122.041,44.286
1084,35723,35730,0.9605793599999999,5.2130283839999985,1.6794791010291956e-06,144.84794493537007,1.0,23.029316819125707,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.628,42.2055,-121.524,42.0133
1085,35723,35731,1.651190976,9.45039456,7.93110691031296e-07,144.84794493537007,1.0,23.132318222997522,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.628,42.2055,-121.348,42.1897
1086,35723,35783,1.4528286719999997,7.201221984,8.25036756983827e-07,144.84794493537007,1.0,15.752192824001872,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.628,42.2055,-121.814,42.1727
1087,35724,35730,1.2675686400000001,7.106001984000001,7.952110901071204e-07,144.84794493537007,1.0,19.752075030333785,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.734,42.0984,-121.524,42.0133
1088,35724,35791,0.56141712,2.9825951040000005,6.574249107330393e-07,144.84794493537007,1.0,10.525765810023845,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.734,42.0984,-121.811,42.1739
1089,35725,35729,4.779129888000001,23.656913856000003,3.293005671077505e-06,144.84794493537007,1.0,71.8219214000672,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.631,43.0194,-121.371,43.637
1090,35726,35727,2.2100181119999998,15.703834752,8.099138836378911e-07,144.84794493537007,1.0,30.92799122805095,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.695,45.4636,-121.549,45.7223
1091,35728,35729,1.6900407360000003,11.556356256,1.2892249527410208e-06,144.84794493537007,1.0,29.423869786168826,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.495,43.886,-121.371,43.637
1092,35728,35734,1.341002304,8.76938112,1.6588951900861162e-06,144.84794493537007,1.0,32.138054154743116,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.495,43.886,-121.191,44.0749
1093,35730,35998,7.445594591999999,40.331687904000006,3.655954631379962e-06,144.84794493537007,1.0,94.23834280276355,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.524,42.0133,-120.583,41.5381
1094,35730,36014,11.266582752,48.716380224,4.655324511657214e-06,144.84794493537007,1.0,114.4925047352314,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.524,42.0133,-121.748,40.9974
1095,35730,36058,8.713924992,62.40155097600001,5.138416299096829e-06,144.84794493537007,1.0,127.10465681210337,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.524,42.0133,-121.72,40.8797
1096,35730,36062,7.824036959999999,45.838755647999996,5.050199537912203e-06,144.84794493537007,1.0,127.41985669617006,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.524,42.0133,-121.993,40.9226
1097,35731,35744,1.538298144,7.441481087999999,1.3375341314849822e-05,144.84794493537007,1.0,78.009852579853,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.348,42.1897,-120.409,42.2839
1098,35732,35775,3.3550957439999998,19.805607648,5.850871665616466e-06,144.84794493537007,1.0,82.35116990394826,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.214,44.8021,-122.251,44.7224
1099,35732,35818,0.928128384,4.862009376,5.049359378281873e-07,144.84794493537007,1.0,12.05070862946425,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.214,44.8021,-121.231,44.6944
1100,35733,35734,1.045744128,5.414437727999999,6.910312959462297e-07,144.84794493537007,1.0,11.671742171978376,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.302,44.0067,-121.191,44.0749
1101,35733,35736,1.0588464,7.092137952000001,1.3169502205419032e-06,144.84794493537007,1.0,25.260250908400153,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.302,44.0067,-121.153,44.2071
1102,35733,35742,3.7119041280000005,20.968053408,2.4683889939088424e-06,144.84794493537007,1.0,55.372343251715755,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.302,44.0067,-120.661,44.1967
1103,35733,35743,7.921237536,51.18295910399999,4.4297416509136735e-06,144.84794493537007,1.0,114.8985079748402,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.302,44.0067,-120.449,43.1784
1104,35734,35739,0.344010816,1.9165881599999997,1.4509556815795002e-06,144.84794493537007,1.0,9.91294720834333,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.191,44.0749,-121.228,44.16
1105,35735,35737,0.19902249599999994,1.216683072,3.686200378071834e-06,434.5438348061102,1.0,17.38194651486208,1.08,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.256,44.3835,-121.221,44.2292
1106,35735,35741,0.380219808,2.1950368319999995,6.076874606175173e-06,434.5438348061102,1.0,29.97300878428592,1.08,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.256,44.3835,-120.989,44.5742
1107,35736,35737,0.651914208,3.36926448,2.3356437723167402e-07,144.84794493537007,1.0,5.950227814119189,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.153,44.2071,-121.221,44.2292
1108,35737,35738,0.40297104,2.1731489280000003,2.923755513547574e-07,144.84794493537007,1.0,5.024538556975945,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.221,44.2292,-121.267,44.1983
1109,35738,35739,0.25366608,1.413750384,4.1335853812224325e-07,289.69588987074013,1.0,5.273474409601409,0.72,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.267,44.1983,-121.228,44.16
1110,35738,35784,1.6073135999999997,18.8687952,1.9274606175173287e-06,905.2996558460629,1.0,45.31889610981253,2.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.267,44.1983,-121.277,44.6058
1111,35740,35808,0.2841364799999022,2.1083993279992743,1.6971224532655364e-07,144.84794493537007,1.0,4.189227624095615,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.183,45.6311,-121.135,45.614
1112,35741,35742,2.955324096,20.675689920000003,1.5282503675698386e-06,144.84794493537007,1.0,49.410007804478,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.989,44.5742,-120.661,44.1967
1113,35741,35785,0.7387548479999998,3.3728193600000003,6.271077504725898e-05,434.5438348061102,1.0,110.10546936669053,1.08,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.989,44.5742,-120.574,45.52
1114,35743,35744,6.256639584,32.509174464000004,6.304557865994539e-06,144.84794493537007,1.0,99.51750127751012,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.449,43.1784,-120.409,42.2839
1115,35744,35998,6.199507584,38.085867072000006,3.295946229783659e-06,144.84794493537007,1.0,84.16978109835186,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.409,42.2839,-120.583,41.5381
1116,35745,35790,1.3227200639998855,7.667114399999336,1.2215921024993691e-06,144.84794493537007,1.0,23.422690308741082,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-119.975,45.8281,-119.674,45.848
1117,35746,35821,0.590821056,2.783166336,6.385213190506197e-07,144.84794493537007,1.0,8.502760309712649,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-119.585,45.8928,-119.674,45.848
1118,35746,35826,1.1455346880000494,7.397146656000317,1.566057550934745e-06,144.84794493537007,1.0,28.18164524678016,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-119.585,45.8928,-119.809,45.6932
1119,35747,35806,2.341802592,13.336589376000001,2.2843940348666247e-06,144.84794493537007,1.0,40.58301625569161,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-119.454,45.3645,-119.418,45.7286
1120,35748,35821,1.40697072,5.810095872000001,1.0073513967653853e-06,144.84794493537007,1.0,18.779100161081594,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-119.451,45.9145,-119.674,45.848
1121,35749,35754,2.2060569599999997,11.422591200000001,9.498004620877968e-07,144.84794493537007,1.0,26.750600926940393,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-119.197,45.7648,-118.889,45.657
